id,url,title,summary,nature,purpose,invoke,entry,compat,output,requires,weight,license,status,saved_at,archive_path,metadata_path,notes,style,content_scope,access_cost,confidence,highlights,status_note,verified_at,granularity,catalog_status,related_item_id,resource_role,design_subjects,design_units,platforms,access_paths,provider_tier,aesthetic,techniques
051,https://seesaw.website,Seesaw — motion-forward experimental website gallery,强调动效与真实实验的网站画廊,灵感库,前端设计,规范文档,https://www.seesaw.website,通用;browser,灵感清单,browser,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,动效密集,整站灵感,free,medium,,,2026-09-18,site,active,,reference,site-inspiration; motion,site,web,browser,none,,动效密集
052,https://same.energy,Same Energy — visual similarity image search,以图搜图引擎：专搜可商用 CC-BY 图片并标注授权；要找可安全商用的视觉参考时用,工具,前端设计,规范文档,https://same.energy,通用;browser,图片;灵感清单,browser,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,,以图搜图,free,medium,,,2026-09-18,site,active,,discovery-tool,moodboard,site,web,browser,none,,
053,https://spiral.soot.com,Spiral (SOOT) — spiral visual discovery feed,SOOT 出品 AI 视觉搜索：单条 prompt 生成螺旋式分层情绪板；快速视觉发散时用（纯 JS 壳，收费未核实）,工具,前端设计,规范文档,https://spiral.soot.com,通用;browser,图片;灵感清单,browser,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,,AI情绪板,unknown,medium,,,2026-09-18,site,active,,discovery-tool,moodboard,site,web,browser,none,,
054,https://gameuidatabase.com,Game UI Database — game UIs archived by genre,按游戏类型归档的游戏 UI 截图库,灵感库,前端设计,规范文档,https://gameuidatabase.com,通用;browser,ui截图参考,browser,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,游戏UI科幻HUD,游戏UI,free,medium,,,2026-09-18,component,active,,reference,game-ui,component,web; game,browser,none,,
055,https://interfaceingame.com,Interface In Game — game UI sorted by element type,按元素类型（血条/菜单/背包…）整理的游戏界面参考,灵感库,前端设计,规范文档,https://interfaceingame.com,通用;browser,ui截图参考,browser,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,游戏UI科幻HUD,游戏UI,free,medium,,,2026-09-18,component,active,,reference,game-ui,component,web; game,browser,none,,
056,https://hudsandguis.com,HUDs and GUIs — futuristic film & game interfaces,电影和游戏中的未来感/科幻界面（HUD）参考,灵感库,前端设计,规范文档,https://www.hudsandguis.com,通用;browser,ui截图参考,browser,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,游戏UI科幻HUD,游戏UI,free,medium,,,2026-09-18,component,active,,reference,game-ui,component,web; game,browser,none,,
057,https://pinterest.com,Pinterest — classic visual inspiration boards,Pinterest：图片收藏与灵感发现社区，开发者平台提供官方 API 且官方 MCP 预告中；大众灵感检索时用,灵感库,前端设计,本地工具,https://developers.pinterest.com/; https://api.pinterest.com/v5; https://www.pinterest.com; unofficial:https://github.com/what-name/pinterest-mcp,通用;browser;mcp;agent,灵感清单;图片,browser;login;api-key;oauth,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,,灵感图板,free,medium,,,2026-09-18,site,active,,discovery-tool,moodboard; site-inspiration,site,web,browser; provider-api,unknown,,
058,https://loadmo.re,Loadmo.re — experimental mobile website inspiration archive,实验性移动网页案例库，专注手机端交互和非传统网页设计；寻找 mobile-first 整站参考时用，非加载动画合集。,灵感库,前端设计,规范文档,https://loadmo.re,通用;browser,ui截图参考,browser,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,,实验性移动网页; mobile-first 整站案例,free,medium,,,2026-09-18,site,active,,reference,mobile-web; site-inspiration,site,web; mobile,browser,none,,
059,https://libraries.dev,Libraries.dev — high-crafted UI effect libraries for AI agents,同一作者的五件套 UI 效果库：border-beam 光束描边、liquid-gooey 粘液液态、thinking-orbs 思考球、metal-fx 金属质感、img-fx 图像特效，npm 直装；要高品质单点特效时用,库,前端设计,库代码,npm install border-beam thinking-orbs liquid-gooey metal-fx img-fx; https://libraries.dev,通用;react;agent,动效;组件,node,M,MIT,archived,2026-09-16T01:54:31Z,,,,文字背景特效; 点阵粒子; 全息金属质感; 液态玻璃,效果库合集,free-tier,high,border-beam光束; liquid-gooey粘液; metal-fx金属; img-fx图像; pro可选,,2026-09-18,effect,active,,implementation,visual-effects; components; motion,effect; component,web,browser; local-archive; package,none,点阵粒子; 全息金属质感; 液态玻璃,文字背景特效
060,https://transitions.dev,Transitions.dev — essential UI transitions + agent skill,12 种网页状态过渡合集（卡片缩放/数字弹入/模态开合/错误抖动…），自包含 CSS 片段+CLI 安装+Agent Skill；要微交互打磨时用,库,前端设计,skill,npx skills add Jakubantalik/transitions.dev; npx transitions-dev add <name>; https://transitions.dev,通用;agent-skills;cursor;claude;codex,css;动效,node;可选browser,M,unspecified,archived,2026-09-16T01:54:31Z,,,,微交互,过渡动效,free-tier,high,12种过渡; 自包含CSS片段; reduced-motion守护; CLI免费,,2026-09-18,effect,active,,implementation,agent-guidance; motion; visual-effects; microinteraction,effect,web,browser; local-archive; skill,none,,微交互
061,https://astryx.atmeta.com,Astryx — Meta open-source agent-ready React design system,Meta 开源 Astryx 设计系统：公司内 8 年 13000+ 应用打磨，170+ 组件，7 套主题（含 gothic/matcha/y2k），官方 MCP；要架构级 React 设计系统时用,库,前端设计,库代码,npm i @astryxdesign/core @stylexjs/stylex @astryxdesign/theme-neutral @astryxdesign/cli; npx @astryxdesign/cli init; https://astryx.atmeta.com/mcp,通用;react;mcp;agent,组件;设计令牌,node;react19,L,MIT,archived,2026-09-16T01:54:31Z,,,,商务克制,设计系统,free,high,170+组件; 7套主题; React19+StyleX; 官方MCP,,2026-09-18,component,active,,implementation,components; dashboard; design-system,component,web,browser; local-archive; package; provider-mcp,free,商务克制,
062,https://beui.dev,beUI — Motion/Tailwind animated React components (shadcn),Motion 动效 React 组件库：约 85 个组件 live 预览+源码+shadcn 安装，Pro 版有完整区块和落地页；要设计感现成组件时用,库,前端设计,库代码,npx shadcn@latest add @beui/<slug>; https://beui.dev/r/registry.json; https://mcp.beui.dev/mcp,通用;react;mcp;cursor;claude;codex,组件;动效,node;可选browser,L,MIT,archived,2026-09-16T01:54:31Z,,,,动效密集,组件,free-tier,high,约85组件; shadcn兼容; Pro区块付费,,2026-09-18,component,active,,implementation,components; motion,component,web,browser; local-archive; package; provider-mcp,free,,动效密集
063,https://coss.com/ui,coss ui — Cal.com accessible React components on Base UI,Cal.com 官方设计系统 coss ui（原 Origin UI）：Base UI 之上的无障碍 React 组件，577 个注册表条目；要无障碍商务组件时用,库,前端设计,库代码,pnpm dlx shadcn@latest add @coss/ui; npx skills add cosscom/coss; https://coss.com/ui/r/registry.json,通用;react;agent-skills,组件,node,L,AGPL-3.0+MIT-subtrees,archived,2026-09-16T01:54:31Z,,,,商务克制,组件,free,high,577条目; 无障碍优先; Base UI; 注意部分AGPL,,2026-09-18,component,active,,implementation,components; dashboard; design-system,component,web,browser; local-archive; package,none,商务克制,
064,https://21st.dev,21st — community catalog of AI-ready React UI components,React 组件/模板注册库（shadcn 主题/着色器/渐变）：官方 MCP+CLI+REST API，免费浏览每日限 2 次复制；给 Agent 找现成组件时用,目录,前端设计,本地工具,npx @21st-dev/cli@latest init --client <cursor|claude|codex|vscode|devin>; https://21st.dev/api/mcp; https://21st.dev/openapi.json; https://21st.dev/llms.txt,通用;browser;mcp;cursor;claude;codex;vscode;agent,组件;灵感清单,browser;login;api-key,S,proprietary,metadata-only,2026-09-16T01:54:31Z,,,,,组件目录,free-tier,medium,,,2026-09-18,component,active,,discovery-tool,components,component,web,browser; provider-mcp,free-tier,,
065,https://beautifului.dev,Beautiful UI — crafted primitives for AI-native interfaces,面向 AI 原生界面的 21 个 UI 原语组件库（对话/审批卡/Agent 屏幕），MIT 复制即用；做 AI 产品界面时用,库,前端设计,库代码,npx shadcn@latest add https://beautifului.dev/r/<name>.json; https://beautifului.dev/r/registry.json,通用;react;agent,组件,node;可选browser,M,unknown,metadata-only,2026-09-16T01:54:31Z,,,,,组件,free,medium,,,2026-09-18,component,active,,implementation,components; dashboard; design-system,component,web,browser; package,none,,
066,https://rareui.com,Rare UI — rare animated React components (shadcn registry),稀有动效 React 组件（21 个，少而怪）：fluid-orb 等不易撞款的 Motion 组件，遵守 reduced-motion；要别人没有的效果时用,库,前端设计,库代码,npx shadcn@latest add swamimalode07/rare-ui/<name>; https://rareui.com/r/registry.json,通用;react,组件;动效,node,M,MIT,archived,2026-09-16T01:54:31Z,,,,动效密集,组件,free,high,21个精选; fluid-orb等稀有特效; Motion动画,,2026-09-22,component,active,,implementation,components; motion,component,web,browser; local-archive; package,none,,动效密集
067,https://motionsites.ai,MotionSites AI — AI website design prompts + motion backgrounds,面向 Lovable/Bolt/Cursor/Claude 的落地页 prompt 库：主打 3D 与动效背景模板，设官方 MCP；要动效落地页 prompt 时用（Unlimited 付费价格未明示）,灵感库,前端设计,本地工具,https://motionsites.ai/mcp; claude mcp add motionsites --scope user --transport http https://xgdzyqfalbibzelpdpvr.supabase.co/functions/v1/mcp; https://motionsites.ai,通用;browser;mcp;cursor;claude;codex,灵感清单;动效,browser;login,S,proprietary,metadata-only,2026-09-16T14:42:13Z,,,,动效密集,AI建站提示词,free-tier,medium,,,2026-09-18,section,active,,reference,landing-page; motion; hero; site-inspiration,section,web,browser; provider-mcp,paid,,动效密集
068,https://neobrutalism.dev,Neobrutalism — neobrutalist shadcn-style React UI components,新粗野主义 shadcn 组件库：111 个硬边框/实色阴影/高对比组件，基于 shadcn/ui；用户点名 brutalist 风格时直接用,库,前端设计,库代码,npx shadcn@latest add https://neobrutalism.dev/r/<name>.json; https://neobrutalism.dev,通用;react,组件,node;可选browser,M,MIT,archived,2026-09-16T14:52:24Z,,,,新粗野主义,组件,free,high,111个组件; shadcn体系; 作者已放缓维护,,2026-09-18,component,active,,implementation,components,component,web,browser; local-archive; package,none,新粗野主义,
069,https://reactbits.dev,React Bits — animated React components & effects library,React Bits：165+ 免费React动效组件，主打文字动画/背景特效/交互组件四变体，688 个注册表条目；要 hero 大字动画、氛围背景时用,库,前端设计,库代码,npx shadcn@latest add @react-bits/<Component>-TS-TW; https://reactbits.dev,通用;react,组件;动效,node;可选browser,L,MIT+Commons-Clause,archived,2026-09-16T14:52:24Z,,,,文字背景特效; 动效密集,组件·特效,free-tier,high,165+动效组件; 文字动画见长; 背景特效; MIT+CommonsClause注意; Pro可选,,2026-09-18,component,active,,implementation,components; motion; visual-effects,component; effect,web,browser; local-archive; package,none,,文字背景特效; 动效密集
070,https://kokonutui.com,Kokonut UI — free animated shadcn/Motion React components,Kokonut UI：51 个免费 shadcn/Motion 动效组件，小而精，Vercel OSS 赞助；要轻量动效组件时用,库,前端设计,库代码,npx shadcn@latest add @kokonutui/<name>; https://kokonutui.com/r/registry.json; npx shadcn@latest mcp init,通用;react;mcp;cursor;claude;codex,组件;动效,node;可选browser,M,MIT,archived,2026-09-16T14:52:24Z,,,,动效密集,组件,free-tier,high,51个组件; shadcn+Motion; 小而精,,2026-09-18,component,active,,implementation,components; motion,component,web,browser; local-archive; package,none,,动效密集
071,https://ui.stackzero.co,Stackzero Commerce UI — real e-commerce product components,真实电商产品组件参考：112 个购物车/商品卡/结账等电商场景组件，React+shadcn，官方 MCP；做电商界面时用,库,前端设计,库代码,npx shadcn@latest add https://ui.stackzero.co/r/<name>.json; npx @stackzero-labs/mcp@latest,通用;react;mcp;cursor;claude,组件,node;可选browser,L,MIT,archived,2026-09-16T14:52:24Z,,,,电商实感,电商组件,free,high,112个电商组件; 商品/购物车/结账; 官方MCP,,2026-09-18,component,active,,implementation,commerce; components,component; section,web,browser; local-archive; package; provider-mcp,free,,
072,https://fancycomponents.dev,Fancy Components — playful animated React microinteractions,Fancy Components：158 个俏皮有趣的 React 动效微交互组件，「让网页重新好玩」，MIT 全免费；要活泼有个性的交互时用,库,前端设计,库代码,npx shadcn@latest add @fancy/<component-name>; https://www.fancycomponents.dev/r/registry.json,通用;react,组件;动效,node;可选browser,M,MIT,archived,2026-09-16T14:52:24Z,,,,俏皮可爱; 微交互,微交互组件,free,high,158个组件; 微交互见长; 趣味性定位; 全免费,,2026-09-18,component,active,,implementation,microinteraction; components; motion,component,web,browser; local-archive; package,none,俏皮可爱,微交互
073,https://great-ui.com,Great UI — differentiated animated React/Motion components,Great UI：48 个高级质感 React/Motion 组件，自定义暗色模式过渡+高对比变体+WAI-ARIA；要 premium 观感暗色界面时用（许可：可应用内使用、不得作为套件再分发）,库,前端设计,库代码,https://great-ui.com/r/registry.json; npx shadcn@latest add https://great-ui.com/r/<name>.json,通用;react,组件;动效,node;可选browser,M,custom-non-redistribution,archived,2026-09-16T14:52:24Z,,,,暗色友好,组件,free,high,48个组件; 暗色过渡特效; 无障碍; 许可不可再分发,,2026-09-18,component,active,,implementation,components; motion,component,web,browser; local-archive; package,none,暗色友好,
074,https://component.gallery,The Component Gallery — real design-system component comparisons,设计系统组件参考目录：60 类组件×95 设计系统×2671 真实案例+命名对照；看大厂组件怎么设计时用,灵感库,前端设计,规范文档,https://component.gallery,通用;browser,灵感清单;ui截图参考,browser,S,proprietary,metadata-only,2026-09-16T14:52:24Z,,,,,组件目录,free,medium,,,2026-09-18,component,active,,reference,component-inspiration; components; navigation; footer,component,web,browser,none,,
075,https://number-flow.barvian.me,Number Flow — animated number component (React/Vue/Svelte/JS),NumberFlow 数字滚动动画组件：React/Vue/Svelte/原生 JS 四端口，价格/计数动效专用；要数字跳动效果时用,库,前端设计,库代码,npm i @number-flow/react; npm i number-flow; https://number-flow.barvian.me,通用;react;vue;svelte,组件;动效,node,S,MIT,archived,2026-09-16T14:52:24Z,,,,微交互,数字组件,free,high,四框架端口; 数字滚动专用,,2026-09-18,effect,active,,implementation,microinteraction; components; motion,effect,web,browser; local-archive; package,none,,微交互
076,https://cursify.vercel.app,Cursify — custom cursor animation components for React/Next,自定义光标动效组件集（React/Next）：跟随文字/拖尾/光标交互特效；要个性化鼠标体验时用（license: 树内未见 LICENSE，待确认）,库,前端设计,库代码,https://cursify.vercel.app/components,通用;react,组件;动效,node;可选browser,S,unknown,archived,2026-09-16T14:52:24Z,,,,微交互,光标效果,free,high,光标跟随特效; React/Next,,2026-09-18,effect,active,,implementation,microinteraction; components; motion,effect,web,browser; local-archive; package,none,,微交互
077,https://motion-primitives.com,Motion Primitives — React Motion+Tailwind animation primitives,Motion Primitives：33 个 React Motion+Tailwind 动画基础件，克制精致不花哨；要优雅低调的过渡动画时用,库,前端设计,库代码,npx motion-primitives@latest add <name>; https://motion-primitives.com/docs,通用;react,组件;动效,node;可选browser,M,MIT,archived,2026-09-16T14:52:24Z,,,,微交互; 极简克制,动画基础件,free,high,33个基础件; Motion+Tailwind; 克制风格,,2026-09-18,component,active,,implementation,components; motion,component,web,browser; local-archive; package,none,极简克制,微交互
078,https://pryzm.design,Pryzm — gradient/glass/grain background studio with web export,浏览器端渐变+玻璃+颗粒背景生成器：实时合成可导出 Framer/React 代码，免费档+Pro $9/月；做氛围背景时用,工具,前端设计,规范文档,https://pryzm.design; https://pryzm.design/docs,通用;browser,图片;动效;代码片段,browser,S,proprietary,metadata-only,2026-09-16T14:52:24Z,,,,渐变高饱和; 玻璃拟态; 拟物质感,背景生成,free-tier,medium,,,2026-09-18,effect,active,,creation-tool,visual-effects,effect,web,browser,none,渐变高饱和; 玻璃拟态; 拟物质感,
079,https://texture.fayaz.workers.dev,Textures — tactile client-side image texture filters,浏览器端触感纹理图片滤镜小工具：canvas 本地处理；给图片加质感颗粒时用,工具,前端设计,规范文档,https://texture.fayaz.workers.dev,通用;browser,图片,browser,S,proprietary,metadata-only,2026-09-16T14:52:24Z,,,,拟物质感,纹理滤镜,free,medium,,,2026-09-18,asset,active,,creation-tool,texture; visual-effects; asset-marketplace,asset,web,browser,none,拟物质感,
080,https://holosticker.dev,Holosticker — holographic foil sticker studio (transparent PNG),镭射全息贴纸工作室：上传 SVG/PNG 调全息箔效果，导出透明 PNG，three.js 实时渲染+光标倾斜彩虹衍射；要全息徽章/贴纸素材时用,工具,前端设计,本地工具,npm run dev; https://holosticker.dev,通用;browser,图片,node;可选browser,S,MIT,archived,2026-09-16T14:52:24Z,,,,全息金属质感,贴纸生成,free,high,PBR全息箔; 模切边算法; 折射覆层; 3D剥离,,2026-09-18,asset,active,,creation-tool,brand-assets; visual-effects; asset-marketplace,asset,web; brand,browser; local-archive; cli,none,全息金属质感,
081,https://www.shadertoy.com,Shadertoy — community GLSL shader editor & gallery,Shadertoy 社区 GLSL 着色器编辑器与画廊,工具,前端设计,本地工具,https://www.shadertoy.com; https://www.shadertoy.com/howto; https://www.shadertoy.com/api/v1/shaders/{id}?key=APP_KEY,通用;browser;agent,动效;着色器,browser;api-key,S,proprietary,metadata-only,2026-09-16T14:52:24Z,,,,3D着色器,着色器社区,free,medium,,,2026-09-18,effect,active,,creation-tool,shader; visual-effects,effect,web,browser; provider-api,free,,3D着色器
082,https://unicorn.studio,Unicorn Studio — publishable interactive WebGL website visuals,Unicorn Studio：可发布到网页的互动 WebGL 视觉，免代码,工具,前端设计,本地工具,https://unicorn.studio; https://unicorn.studio/unicornstudio-llms.txt; https://www.unicorn.studio/docs/embed/; https://www.unicorn.studio/llm-example-projects.json,通用;browser;react;agent,动效;WebGL,browser;login,S,proprietary,metadata-only,2026-09-16T14:52:24Z,,,,3D着色器,互动视觉,free-tier,medium,,,2026-09-18,effect,active,,creation-tool,shader; visual-effects,effect,web,browser; provider-api,unknown,,3D着色器
083,https://cables.gl,cables.gl — node-based realtime graphics exported to the web,cables.gl 节点式实时图形工具：可视化连线编排 WebGL 输出网页，核心开源可自托管（standalone 商业授权）；要复杂交互式视觉时用,工具,前端设计,本地工具,https://cables.gl; https://github.com/cables-gl/cables_dev,通用;browser,动效;WebGL,browser;可选node,L,MIT,archived,2026-09-16T14:52:24Z,,,,3D着色器,节点式图形,free-tier,high,节点式编排; 核心开源; 云平台需登录,,2026-09-18,effect,active,,creation-tool,shader; visual-effects,effect,web,browser; local-archive,none,,3D着色器
084,https://tsl-graph.xyz,TSL Graph — Three.js TSL shader node editor with JS export,Three.js TSL 着色器节点编辑器，可导出 JS,工具,前端设计,规范文档,https://tsl-graph.xyz; https://www.tsl-graph.xyz,通用;browser,着色器;代码片段,browser,S,unknown,metadata-only,2026-09-16T14:52:24Z,,,,3D着色器,着色器编辑器,free,medium,,,2026-09-18,effect,active,,creation-tool,shader; visual-effects,effect,web,browser,none,,3D着色器
085,https://derivative.ca,Derivative TouchDesigner — pro node-based realtime visuals,Derivative TouchDesigner：专业级节点式实时视觉工具（非商业免费/商业付费）,工具,前端设计,本地工具,https://derivative.ca; TouchDesigner desktop app,通用,动效;实时视觉,desktop-app,L,proprietary,metadata-only,2026-09-16T14:52:24Z,,,,3D着色器,专业视觉工具,free-tier,medium,,,2026-09-18,effect,active,,creation-tool,shader; visual-effects,effect,web,browser; desktop,none,,3D着色器
086,https://nodes.io,Nodes.io — computational design / WebGL node environment,节点式可视化编程环境：像画布草绘一样组合代码块做实时 3D/数据可视化，beta 免费；交互式数据图形时用,工具,前端设计,规范文档,https://nodes.io,通用;browser,动效;WebGL,browser,S,proprietary,metadata-only,2026-09-16T14:52:24Z,,,,3D着色器,可视化编程,free,medium,,,2026-09-18,effect,active,,creation-tool,shader; visual-effects,effect,web,browser,none,,3D着色器
087,https://shaderfrog.com,Shaderfrog — Three.js/Babylon shader graph editor & library,Shaderfrog：Three.js/Babylon 混合图着色器编辑器+库，开源可本地跑；要跨引擎复用/组合着色器时用,工具,前端设计,本地工具,npm run dev; https://shaderfrog.com; https://github.com/ShaderFrog/editor,通用;browser;three;babylon,着色器;动效,node;可选browser,M,MIT,archived,2026-09-16T14:52:24Z,,,,3D着色器,着色器编辑器,free,high,混合图编辑器; Three/Babylon插件; 本地可跑,,2026-09-18,effect,active,,creation-tool,shader; visual-effects,effect,web,browser; local-archive; cli,none,,3D着色器
088,https://www.inspora.design/,Inspora — curated recent visual design inspiration archive,分类灵感聚合流：Web/Branding/3D 等多领域每小时更新；日常刷跨领域参考时用,灵感库,前端设计,规范文档,https://www.inspora.design/,通用;browser,灵感清单;ui截图参考,browser,S,proprietary,metadata-only,2026-09-16T14:56:22Z,,,,,整站灵感,free,medium,,,2026-09-18,site,active,,reference,site-inspiration,site,web,browser,none,,
089,https://modulify.ai,Modulify — AI website/web-app builder with hosting+CMS+MCP,AI 建站平台：prompt 直出落地页/网站/应用可聊天改稿，免费 35 credits；快速出可发布原型时用,工具,前端设计,本地工具,https://api.modulify.ai/mcp; https://modulify.ai/llms.txt; https://modulify.ai/docs/mcp/what-is-mcp; https://modulify.ai,通用;browser;mcp;agent;cursor;claude,html;站点,browser;login;api-token,S,proprietary,metadata-only,2026-09-16T14:56:22Z,,,,,AI建站,free-tier,medium,,,2026-09-18,site,active,,creation-tool,site-builder; landing-page; site-inspiration,site,web,browser; provider-mcp; provider-api,unknown,,
090,https://ikonik.modulify.ai,Ikonik — 50k+ editable SVG icon explorer (Modulify sister),免费开源图标库：50k+ 图标带在线 SVG 编辑器可改尺寸描边；找图标即改即用时用,工具,品牌设计,规范文档,https://ikonik.modulify.ai,通用;browser,图标;svg,browser,S,mixed-oss-icons+proprietary-app,metadata-only,2026-09-16T14:56:22Z,,,,,图标,free,medium,,,2026-09-18,asset,active,,creation-tool,icons; brand-assets; asset-marketplace,asset,web,browser,none,,
091,https://wonderlist.design,Wonderlist — 127 premium Figma website designs,高端 Figma 整站模板包：127 套设计/1137 页面，$329-$999 买断；工作室按项目改造交付时用,灵感库,前端设计,规范文档,https://wonderlist.design,通用;browser;figma,灵感清单;figma,browser;paywall,S,proprietary,metadata-only,2026-09-16T14:56:22Z,,,,,Figma模板,paid,medium,,,2026-09-18,site,active,,reference,website-templates; landing-page; hero; site-inspiration; asset-marketplace,site,web,browser,none,,
092,https://motionin.design,Motion (motionin.design) — premium interactive UI section prompt/spec library,物理动效交互区块库：cursor-responsive 区块以 prompt+spec 交付 AI 工具复刻，$9/月；做抓眼球 hero/展示区时用,目录,前端设计,规范文档,https://www.motionin.design/llms.txt; https://motionin.design,通用;browser;agent,提示词;规范;动效,browser;login;paywall,S,proprietary,metadata-only,2026-09-16T14:56:22Z,,,,动效密集; 微交互,区块,free-tier,medium,,,2026-09-18,section,active,,reference,motion; components; microinteraction,section,web,browser,none,,动效密集; 微交互
093,https://bencho.dev,Bencho — live tunable UI component bench (MIT take-code),新上线交互式 UI 区块库：在线试玩调整后取用代码（页面信息尚少，原收录标注 MIT 可带走代码）,工具,前端设计,规范文档,https://bencho.dev; https://bencho.dev/licence,通用;browser,组件;代码片段;动效,browser,S,MIT,metadata-only,2026-09-16T15:01:06Z,,,,,区块,free,medium,,,2026-09-18,section,active,,creation-tool,components,section,web,browser,none,,
094,https://kobra.systems,Kobra — polished React/shadcn components with motion sound agents,shadcn 系 React 组件库：动效/音效细节打磨，10 个组件免费，$199 档含官方 MCP；做精致 Agent 界面时用,库,前端设计,库代码,npx shadcn@latest add @kobra/<slug>; https://kobra.systems/r/registry.json; https://kobra.systems/api/mcp; https://kobra.systems,通用;react;mcp;agent;cursor;claude,组件;动效;声音,node;可选browser;pro-for-full,L,proprietary,metadata-only,2026-09-16T15:01:06Z,,,,动效密集; 暗色友好,组件,free-tier,medium,,,2026-09-18,component,active,,implementation,components,component,web,browser; package; provider-mcp,paid,暗色友好,动效密集
095,https://logosystem.co,"Logosystem — 1,300+ curated logos & animated logos",1300+ 精选 Logo/字标（含动效 Logo），可筛选,灵感库,品牌设计,规范文档,https://logosystem.co; https://logosystem.co/llms.txt,通用;browser,灵感清单;ui截图参考,browser,S,proprietary,metadata-only,2026-09-16T15:03:44Z,,,,,Logo灵感,free,medium,,,2026-09-18,asset,active,,reference,brand-assets; icons; asset-marketplace,asset,web; brand,browser,none,,
096,https://siteinspire.com,Siteinspire — curated finest web design gallery (public MCP),老牌精选网页灵感画廊：按风格/类型/主题筛选（Minimal 820/Typographic 2103），机构作品居多；系统性研究排版与整站时用（官方 MCP 未见，仅第三方聚合）,灵感库,前端设计,本地工具,https://www.siteinspire.com/api/mcp; https://www.siteinspire.com/llms.txt; https://siteinspire.com,通用;browser;mcp;agent,灵感清单;ui截图参考,browser,S,proprietary,metadata-only,2026-09-16T15:03:44Z,,,,,整站灵感,free,medium,,,2026-09-18,site,active,,reference,site-inspiration; landing-page,site,web,browser; provider-mcp; provider-api,free,,
097,https://404s.design,404s.design — curated creative 404 error page gallery,创意 404 错误页画廊：带 Brutalist/Minimal/Playful 标签筛选；做错误页或趣味彩蛋时用,灵感库,前端设计,规范文档,https://404s.design; https://404s.design/llms.txt,通用;browser,灵感清单;ui截图参考,browser,S,proprietary,metadata-only,2026-09-16T15:03:44Z,,,,,404页,free,medium,,,2026-09-18,section,active,,reference,error-page,section,web,browser,none,,
098,https://detail.design,Detail — interface craft details gallery + agent skill,界面工艺细节灵感站+Agent Skill：收录微交互/文案/动效/无障碍等小决策，配套 interface-details（约114条规则，Build/Polish/Review）；打磨产品质感细节时用,skill,前端设计,skill,npx skills add detaildotdesign/skill; skills/SKILL.md; https://detail.design,agent-skills;cursor;claude;codex;通用;browser,设计指导,无;可选browser,M,MIT,archived,2026-09-19T09:38:31Z,,,,微交互,设计指导;微细节,free,high,Build/Polish/Review三模式; 7章约114条可检查规则; decision gate克制原则; npx skills add,,2026-09-19,technique,active,,guidance,agent-guidance; design-system; documentation,technique,web,browser; local-archive; skill,none,,微交互
099,https://pen.dev,pen.dev — agentic design canvas (.pen) with MCP/CLI,Agent 原生设计画布：开放 JSON .pen 格式+本地 MCP（pencil）与 @pen.dev/cli 无头操控；画布上设计/改层/导出 HTML·PNG，接 Cursor/Claude/Codex 时用,工具,前端设计,本地工具,"npm i -g @pen.dev/cli; pen login; pen --out design.pen --prompt ""...""; pen interactive -o design.pen; https://docs.pen.dev/getting-started/ai-integration; https://docs.pen.dev/for-developers/pen-cli; https://pen.dev",通用;mcp;agent;cursor;claude;codex;browser,设计文件;.pen;html;png,node;login;可选desktop;可选api-key,S,proprietary,metadata-only,2026-09-19T09:49:05Z,,,,,设计画布,free,medium,开放.pen JSON格式; 本地MCP pencil(execute/read_skill/get_style); @pen.dev/cli无头+interactive; HTML/Figma导入与HTML·PNG导出; WebGL万层画布,,2026-09-19,workflow,active,,creation-tool,design-canvas; agent-guidance,workflow,web,browser; cli; desktop,none,,
100,https://kombai.com/selects,Kombai Selects — tasteful interfaces & motion from X/Dribbble/Behance,精品界面动效策展：从X/Dribbble/Behance精选可复制给Agent；找可落地审美参考时用,灵感库,前端设计,规范文档,https://kombai.com/selects; https://kombai.com/llms.txt; https://kombai.com/gallery/web/; https://kombai.com/gallery/mobile/,通用;browser;agent,灵感清单;ui截图参考,browser,S,proprietary,metadata-only,2026-09-19T14:22:00Z,,,,,整站灵感; Hero区; 区块,free,medium,X/Dribbble/Behance策展并署名; 可复制进任意coding agent; 可在Kombai内remix; 深链Gallery分类(dashboard/landing/hero等); forever free浏览; 主打界面+动效审美,,2026-09-19,site,active,,reference,site-inspiration; landing-page; hero,site; section; component,web,browser,none,,
